Id_station,Id_omm,Nom_usuel,Latitude,Longitude,Altitude,Date_ouverture,Pack
30352002,,VILLEVIEILLE,43.795167,4.090833,41,1970-01-01,RADOME
31011001,,ARBAS,42.9965,0.908833,405,1968-02-01,ETENDU
31035001,,AUZEVILLE-TOLOSANE-INRAE,43.528833,1.503667,150,1994-08-01,ETENDU
31037002,,AVIGNONET-LAURAGAIS,43.343167,1.805667,193,2021-12-13,ETENDU
31042012,7724.0,LUCHON,42.8015,0.600167,618,1994-07-01,RADOME
31069001,7630.0,TOULOUSE-BLAGNAC,43.621,1.378833,151,1947-01-01,RADOME
31070004,,BLAJAN,43.2565,0.643833,325,1999-03-01,ETENDU
31147001,,CLARAC,43.106,0.617333,401,1994-05-01,RADOME
31157001,7631.0,TOULOUSE-FRANCAZAL,43.540333,1.372667,164,1922-06-19,ETENDU
31299001,7628.0,MURET-LHERM,43.4515,1.262,189,1996-09-01,RADOME
31374001,,MONTESQUIEU-LAURAGAIS,43.417333,1.6365,190,1997-01-01,ETENDU
31403002,,ONDES,43.778333,1.321333,109,1988-08-01,ETENDU
31406002,,PALAMINY,43.2,1.05,243,2002-05-01,RADOME
31451001,,REVEL,43.4375,2.018667,338,1819-10-01,ETENDU
31454001,,RIEUMES,43.415167,1.113,261,1966-01-01,ETENDU
31478001,,ST-FELIX-LAURAGAIS,43.441667,1.881167,330,2006-02-21,RADOME
31540001,,SEGREVILLE,43.491833,1.7425,212,1961-01-01,ETENDU
31579001,,VILLARIES,43.743667,1.481667,135,1965-04-01,ETENDU
32013005,7622.0,AUCH,43.689,0.601167,122,1985-01-01,RADOME
32035001,,BEAUCAIRE,43.8425,0.372833,120,1965-12-01,ETENDU
32107006,,CONDOM,43.974333,0.336,173,2004-09-01,RADOME
32132001,,FLEURANCE,43.874167,0.672833,108,1970-03-01,ETENDU
32147001,,GIMONT,43.627667,0.884167,177,1872-01-01,ETENDU
32155001,,LE HOUGA,43.745833,-0.1775,141,2006-03-01,RADOME
32182001,,LAHAS,43.5475,0.887833,251,2003-10-01,RADOME
32190001,,LANNEPAX,43.792167,0.208167,175,1933-01-01,ETENDU
32245001,,MAUMUSSON,43.604667,-0.096667,164,1961-01-01,ETENDU
32248001,,MAUROUX,43.906833,0.824833,201,1989-02-01,RADOME
32256001,,MIRANDE,43.530167,0.400833,184,1872-01-01,ETENDU
32315001,,PEYRUSSE-GRANDE,43.616667,0.222,254,1984-09-01,RADOME
32355001,,SADEILLAN,43.399333,0.348667,263,2003-01-01,ETENDU
32414001,,SARRAGACHIES,43.673167,-0.050833,110,1964-10-01,ETENDU
33042001,,BELIN-BELIET,44.4935,-0.791,36,1881-01-01,ETENDU
33042005,,BELIN BELIET,44.448,-0.882,45,2006-03-01,RADOME
33063001,,BORDEAUX-PAULIN,44.849667,-0.588667,10,1861-08-01,ETENDU
33080001,,CADAUJAC-INRAE,44.752833,-0.559333,20,1984-09-01,ETENDU
33095001,,CAPTIEUX,44.295167,-0.2605,96,1881-01-01,ETENDU
33116001,,CAZATS,44.463167,-0.186167,114,2002-05-01,RADOME
33122003,,PIERROTON-INRAE,44.738333,-0.776667,60,1996-03-01,ETENDU
33195001,,GRIGNOLS,44.385667,-0.040333,146,1970-01-01,ETENDU
33214002,,LACANAU,45.001333,-1.138667,16,1881-01-01,ETENDU
33236002,7500.0,CAP-FERRET,44.630667,-1.252,8,1898-05-01,ETENDU
33281001,7510.0,BORDEAUX-MERIGNAC,44.830667,-0.691333,47,1920-11-01,RADOME
33314005,,PAUILLAC,45.214333,-0.782833,26,1962-01-01,RADOME
33394002,,ST EMILION,44.917667,-0.188,38,1995-01-01,RADOME
33415001,,ST GERVAIS,45.027167,-0.472667,42,1995-08-01,RADOME
33482001,,ST SULPICE DE POMMIERS,44.683833,-0.12,82,2002-05-01,RADOME
33484001,,ST-SYMPHORIEN,44.426833,-0.489167,54,1948-07-01,ETENDU
33494001,,SALAUNES,44.935833,-0.828667,50,1962-01-01,ETENDU
33504001,,SAUTERNES,44.544333,-0.326833,65,1888-01-01,ETENDU
33529001,7502.0,CAZAUX,44.534667,-1.132,23,1921-01-01,RADOME
33540001,,VENDAYS-MONTALIVE,45.378667,-1.119167,6,1968-01-01,RADOME
33550001,,VILLENAVE D'ORNON-INRAE,44.79,-0.576667,25,1924-01-01,ETENDU
34028003,,BEDARIEUX,43.639833,3.146,373,1984-04-01,ETENDU
34032002,,BEZIERS-COURTADE,43.334333,3.155,25,1969-08-01,ETENDU
34046005,,CAMBON-ET-SALVERGUES,43.622333,2.865333,955,1956-09-01,ETENDU
34055003,,CASTANET LE HAUT_SAPC,43.6675,2.976167,424,2008-02-28,ETENDU
34064003,,LE CAYLAR_SAPC,43.867167,3.3085,729,2007-05-10,ETENDU
34142001,,LODEVE,43.720333,3.302667,182,1928-01-01,ETENDU
34144001,,LUNAS,43.695833,3.170667,249,1947-10-01,ETENDU
34150001,,MARSEILLAN-INRAE,43.328333,3.565333,1,1952-01-01,ETENDU
34151005,,MARSILLARGUES,43.633833,4.168,4,1987-06-01,ETENDU
34154001,7643.0,MONTPELLIER-AEROPORT,43.576167,3.964667,1,1939-01-01,RADOME
34163001,,MONTARNAUD,43.635833,3.688167,148,1977-02-01,ETENDU
34174002,,MOULES-ET-BAUCELS,43.948,3.752,252,1985-01-01,ETENDU
34178001,,MURVIEL LES BEZIERS,43.476,3.146,140,1989-05-01,RADOME
34205001,,LES PLANS,43.786,3.246167,846,1981-06-01,RADOME
34209002,7638.0,BEZIERS-VIAS,43.322,3.352667,15,1982-03-01,RADOME
34217001,,PRADES LE LEZ,43.718333,3.866667,69,1979-03-01,RADOME
34237001,,ROUJAN-INRAE,43.491667,3.321333,73,2009-12-12,ETENDU
34239002,,ST ANDRE DE SANGONIS,43.664167,3.507833,86,2004-09-01,RADOME
34269001,,ST JEAN DE MINERVOIS,43.385667,2.857667,258,2006-10-16,ETENDU
34274001,,ST MARTIN DE LONDRES,43.7795,3.729333,214,1928-01-01,RADOME
34277001,,ST MAURICE-NAVACELLE,43.841333,3.522333,584,1946-04-01,ETENDU
34301002,7641.0,SETE,43.397333,3.692167,75,1947-01-01,RADOME
34302001,,SIRAN,43.3265,2.675167,137,1949-07-01,ETENDU
34306001,,SOUMONT,43.707,3.3475,252,1991-12-01,ETENDU
34311001,,PEZENAS-TOURBES,43.437667,3.400333,40,1993-04-01,RADOME
34317001,,LA VACQUERIE_SAPC,43.792,3.457833,620,2007-07-02,ETENDU
34319001,,VAILHAN,43.546833,3.299333,122,1998-01-01,ETENDU
34337001,,VILLENEUVE-LES-MAG-INRAE,43.538167,3.853833,20,1978-01-01,ETENDU
35005001,,ARBRISSEL,47.927333,-1.297333,75,2003-06-01,RADOME
35026001,,BLERUAIS,48.1115,-2.124167,84,1949-04-01,ETENDU
35044001,,BROUALAN,48.485667,-1.640833,99,1976-01-01,ETENDU
35057003,,LA-CHAPELLE-BOUEXIC,47.9215,-1.940833,42,2015-10-12,RADOME
35110003,,FEINS  SA,48.326833,-1.596833,87,2005-04-29,RADOME
35115001,,FOUGERES,48.337167,-1.212667,74,1966-01-01,ETENDU
35162003,,LOUVIGNE-DU-DESERT,48.479333,-1.129833,153,1986-03-01,RADOME
35178001,,MEZIERES-SUR-C.,48.308833,-1.439,71,1950-06-01,ETENDU
35202001,,LA-NOE-BLANCHE,47.780167,-1.765,89,1988-02-01,RADOME
35224001,,PLERGUER,48.524833,-1.843667,30,1989-07-01,ETENDU
35225001,,PLESDER,48.406833,-1.924833,56,1969-04-01,ETENDU
35228001,7125.0,DINARD,48.584833,-2.076333,65,1948-03-29,RADOME
35238003,,RENNES GALLET,48.126167,-1.6435,66,1886-04-01,ETENDU
35240001,,LE RHEU-INRAE,48.1125,-1.781167,38,1983-04-01,ETENDU
35281001,7130.0,RENNES-ST JACQUES,48.068833,-1.734,36,1944-10-01,RADOME
35294001,,SAINTE MARIE,47.691333,-2.0045,47,2007-01-01,ETENDU
35335001,,THOURIE,47.845167,-1.4505,67,1972-02-01,ETENDU
35347001,,VAL-D-IZE,48.167667,-1.302167,106,1972-05-01,ETENDU
36001001,,AIGURANDE,46.436167,1.8225,427,1910-01-01,ETENDU
36018001,,LE BLANC,46.637167,1.073167,117,1859-01-01,ETENDU
36034002,,CHABRIS,47.238,1.7065,91,1983-10-01,ETENDU
36035002,,CHAILLAC_SAPC,46.456667,1.302167,126,2016-06-27,ETENDU
36063001,7354.0,CHATEAUROUX  DEOLS,46.869833,1.741,158,1893-01-01,RADOME
36070001,,EGUZON,46.436333,1.581,272,1909-01-01,ETENDU
36088005,,ISSOUDUN_SAPC,46.96,2.0285,140,2017-10-13,ETENDU
36093002,,LEVROUX - TREG.,46.948667,1.663,169,1993-02-19,ETENDU
36103001,,LUCAY-LE-MALE,47.1305,1.441833,119,1946-06-01,ETENDU
36113001,,MARTIZAY,46.804667,1.040167,80,1944-01-01,ETENDU
36127002,,MONTGIVRAY,46.610167,1.974,204,1994-02-01,RADOME
36139001,,NEUILLAY,46.792,1.445667,121,1985-11-01,ETENDU
36141001,,NEUVY-ST-SEP.,46.598333,1.7985,211,1909-01-01,ETENDU
36147001,,ORVILLE,47.135833,1.7485,144,1909-01-01,ETENDU
36155001,,PELLEVOISIN,46.974833,1.406167,161,1946-06-01,ETENDU
36169001,,PRUNIERS,46.7885,2.045,164,1942-04-01,ETENDU
36173002,,ROSNAY,46.703,1.249833,109,1992-05-01,RADOME
36186001,,ST-CHRISTOPHE,46.679333,2.1245,265,1946-06-01,ETENDU
36192001,,ST-GAULTIER,46.6365,1.43,96,1912-09-01,ETENDU
36208001,,STE-SEVERE,46.488333,2.066667,302,1859-01-01,ETENDU
36219001,,TENDU_SAPC,46.6615,1.588333,155,1992-03-01,ETENDU
37003001,,AMBOISE,47.393833,0.976833,119,1884-05-01,ETENDU
37023002,,BEAUMONT_SAPC,47.177167,1.211667,126,1992-01-01,ETENDU
37107001,,FERRIERE-LARCON,46.9875,0.875,116,1992-01-01,RADOME
37113001,,LE GRAND-PRES.,46.921167,0.796333,58,1924-01-01,ETENDU
37119001,,L'ILE-BOUCHARD,47.114167,0.425167,39,1947-09-01,ETENDU
37122001,,JOUE-LES-TOURS OB,47.325333,0.661,93,1948-01-01,ETENDU
37128002,,LIGNIERES-DE-T.,47.293,0.402833,32,1984-06-01,ETENDU
37170001,,NEUVY-LE-ROI,47.608,0.596,103,1924-01-01,ETENDU
37179001,7240.0,TOURS,47.4445,0.727333,108,1959-11-01,RADOME
37192001,,REIGNAC,47.219333,0.899,90,1992-01-01,RADOME
37213003,,ST-CHRISTOPHE-SUR-NAIS,47.6155,0.464333,107,1992-01-01,RADOME
37216003,,SAINT EPAIN,47.157167,0.604833,112,2020-10-05,ETENDU
37240001,,SAUNAY,47.590333,0.931333,109,2001-09-01,RADOME
37241001,,SAVIGNE/LATHAN,47.4415,0.319667,88,1956-11-01,ETENDU
37242002,,SAVIGNY - VERON,47.227,0.149333,33,1988-01-01,RADOME
37253001,,SUBLAINES,47.265,0.993167,111,1992-01-01,ETENDU
38005402,,AIGLETON-NIVOSE,45.231,6.038167,2240,2004-12-01,ETENDU
38021001,,AUTRANS,45.182,5.552167,1069,1905-01-01,ETENDU
38034001,,BEAUREPAIRE,45.350333,5.0365,288,1892-01-01,ETENDU
38046002,,COL DE ROSSATIERE,45.4555,5.401,568,2019-06-20,RADOME
38053003,,BOURGOIN,45.608,5.309333,358,2003-08-01,RADOME
38095001,,CHATTE_SAPC,45.140167,5.306,272,1987-05-01,ETENDU
38103002,,CHICHILIANNE_SAPC,44.810333,5.580333,984,2018-07-01,ETENDU
38133001,,COUBLEVIE,45.355333,5.596333,300,2004-09-01,RADOME
38153001,,ENGINS,45.176167,5.617167,877,1905-05-01,ETENDU
38162001,,FAVERGES,45.594667,5.528833,367,1905-01-01,ETENDU
38185012,,GRENOBLE-CEA-RADOME,45.2115,5.682833,213,2019-03-11,RADOME
38186001,,GRESSE,44.899833,5.565667,1220,1923-01-01,ETENDU
38187400,,LE GUA-NIVOSE,45.015,5.588667,1646,1992-08-13,ETENDU
38191002,,ALPE-D'HUEZ,45.087833,6.085667,1860,1988-11-01,RADOME
38207001,,LAVALDENS,44.990667,5.883333,1070,1920-01-01,ETENDU
38269004,,LA MURE- RADOME,44.935,5.786167,885,2003-11-01,RADOME
38275002,,SERRE-NERPOL_SAPC,45.2845,5.353,632,2017-05-24,ETENDU
38285001,,ORNON,45.051667,5.987333,950,1905-01-01,ETENDU
38299001,,PELLAFOL-CHANEAUX,44.784167,5.906167,947,1920-01-01,ETENDU
38315002,,PONT-DE-BEAUVOISIN,45.528333,5.671333,284,1985-08-01,ETENDU
38336001,,REVENTIN,45.478667,4.810667,295,2004-01-01,RADOME
38342001,,ROISSARD,44.882167,5.6395,746,1907-12-01,ETENDU
38349001,,SABLONS,45.329667,4.768667,136,1958-11-01,ETENDU
38362001,,ST AUPRE_SAPC,45.392667,5.657333,450,2007-05-15,ETENDU
38366001,,ST-BAUDILLE,44.796,5.796167,1040,1953-10-01,ETENDU
38375009,,ST CHRISTOPHE EN OISANS_SAPC,44.945833,6.188333,1564,2016-06-16,ETENDU
38375402,,LES ECRINS-NIVOSE,44.936833,6.346167,2970,1983-02-21,ETENDU
38384001,7486.0,GRENOBLE-ST GEOIRS,45.364,5.313333,384,1940-10-01,RADOME
38395004,,SAINT-HILAIRE_SAPC,45.315,5.884833,990,2017-11-14,ETENDU
38395403,,ST HILAIRE-NIVOSE,45.313833,5.8635,1756,1982-01-26,ETENDU
38442008,,ST-PIERRE-LES EGAUX,45.317333,5.803833,950,2005-06-23,RADOME
38446003,,ST-PIERRE-D'ENTREMONT,45.411,5.843333,870,2002-03-01,ETENDU
38472403,,COL DE PORTE-NIVOSE,45.295,5.765333,1325,1991-01-24,ETENDU
38501001,,TENCIN,45.300167,5.951333,233,1913-01-01,ETENDU
38504001,,THEYS,45.302333,5.995667,615,1905-01-01,ETENDU
38504002,,PIPAY_SAPC,45.265333,6.016,1578,2009-07-30,ETENDU
38522004,,VALJOUFFREY_SAPC,44.869833,6.090167,1285,2022-08-23,ETENDU
38524001,,VARCES,45.101167,5.697667,253,1957-03-01,ETENDU
38527001,,VAUJANY,45.149167,6.047167,772,1907-01-01,ETENDU
38538002,7487.0,GRENOBLE - LVD,45.217167,5.8485,220,1999-06-01,ETENDU
38548001,,VILLARD-DE-LANS,45.0785,5.561,1027,1959-01-01,RADOME
38567002,,CHAMROUSSE,45.128,5.878333,1730,2002-09-01,RADOME
39013004,,ARBOIS_SAPC,46.896,5.740167,313,1994-10-01,ETENDU
39097003,,CHAMPAGNOLE,46.756833,5.886,537,1998-10-01,RADOME
39130002,,CHAUX-DES-PRES-INRAE,46.509,5.865,854,2014-07-28,ETENDU
39156001,,COGNA,46.5815,5.764667,577,1998-06-01,ETENDU
39159002,,COLONNE,46.867667,5.572167,244,1987-01-01,ETENDU
39177001,,CRANCOT,46.690167,5.659,509,1951-01-01,ETENDU
39198001,,DOLE,47.063667,5.496,212,1949-04-01,ETENDU
39225002,,LE FIED_SAPC,46.768167,5.717333,522,2007-06-18,ETENDU
39235001,,FRAISANS,47.148667,5.768333,254,1891-01-01,ETENDU
39362001,7390.0,LONS LE SAUNIER,46.692833,5.517667,298,1950-01-01,RADOME
39413001,7850.0,LA PESSE,46.302833,5.843,1133,1996-01-01,RADOME
39485002,,ST JULIEN - SA,46.385167,5.448,361,1996-06-01,RADOME
39526003,7386.0,TAVAUX SA,47.043833,5.427333,195,1995-09-01,RADOME
40031001,,BEGAAR,43.833167,-0.836,19,1970-02-01,ETENDU
40033001,,BELIS,44.063833,-0.453833,85,1970-04-01,ETENDU
40046001,7503.0,BISCARROSSE,44.431667,-1.2475,35,1964-07-01,RADOME
40065002,,CAPBRETON,43.627333,-1.453333,11,2002-06-01,RADOME
40087001,,CREON D'ARMAGNAC,43.9935,-0.045,150,2004-09-01,RADOME
40088001,7603.0,DAX,43.689833,-1.07,31,1958-01-01,RADOME
40134001,,LABOUHE DFCI,44.213333,-0.915333,72,1905-05-01,ETENDU
40164004,,CAPTIEUX-RETJONS,44.185,-0.286167,131,2015-10-19,RADOME
40192001,7607.0,MONT-DE-MARSAN,43.909833,-0.500167,59,1944-12-01,RADOME
40218002,,PARLEBOSCQ,43.9365,0.044167,155,1965-04-01,ETENDU
40227001,,PISSOS,44.314333,-0.787167,59,1951-03-01,ETENDU
40243001,,RION-DES-LANDES,43.916333,-0.950833,77,2007-01-01,RADOME
40246003,,SABRES,44.153667,-0.859,81,1979-01-01,RADOME
40272002,,ST M HINX STNA-INRAE,43.570833,-1.299333,37,1984-10-01,ETENDU
40286001,,SAMADET,43.640667,-0.488833,134,1941-01-01,ETENDU
40304001,,SOORTS-HOSSEGOR,43.669833,-1.426333,10,1950-01-01,ETENDU
40321002,,URGONS,43.639667,-0.435167,146,1984-08-01,RADOME
41018001,,BLOIS - VILLE,47.572,1.3375,69,1937-01-01,ETENDU
41050002,,CHEVERNY,47.505167,1.436333,99,1960-01-01,ETENDU
41053001,,CHOUE,47.969167,0.912833,163,2006-03-15,RADOME
41075003,,DROUE - MORACHE,48.016167,1.031667,206,1992-11-01,ETENDU
41080001,,FAVEROLLES,47.331833,1.1655,77,1993-02-01,ETENDU
41097001,7247.0,ROMORANTIN,47.319667,1.6875,83,1921-08-01,RADOME
41106001,,LAMOTTE-BEUVRON,47.6105,2.012,117,1872-05-01,ETENDU
41152001,,MONTRIEUX,47.535833,1.7305,96,2006-03-07,RADOME
41173003,,OUZOUER,47.904,1.521667,128,2016-08-16,RADOME
41269001,,VENDOME,47.826667,1.054333,115,1856-07-01,ETENDU
41281001,7245.0,BLOIS,47.6785,1.212333,119,1990-03-01,RADOME
41285001,,VILLENY,47.610667,1.743667,127,1927-01-01,ETENDU
42005001,7475.0,ST ETIENNE-BOUTHEON,45.545667,4.293833,395,1946-04-01,RADOME
42011001,,BALBIGNY,45.820167,4.192,336,1943-05-01,ETENDU
42019005,,BOEN-SUR-LIGNON_SAPC,45.756167,4.0015,513,2017-11-01,ETENDU
42023004,,BOURG-ARGENTAL,45.298667,4.5735,514,1994-12-01,ETENDU
42034001,,COL DE CERVIERES,45.850667,3.766167,804,2020-02-26,ETENDU
42039003,,CHALMAZEL_RA,45.699,3.844,990,2001-08-01,RADOME
42040001,,COL DE LA LOGE_SAPC,45.743833,3.780333,1261,1997-02-01,ETENDU
42059001,,CHAZELLES-LYON,45.642333,4.396333,632,1956-09-01,ETENDU
42094003,,FEURS,45.7385,4.233833,347,1992-12-01,ETENDU
42098001,,FOURNEAUX,45.941167,4.269167,510,1875-01-01,ETENDU
42101001,,PILAT GRAIX,45.361167,4.559833,1164,2005-07-18,RADOME
42102002,,GRAMMOND_SAPC,45.564833,4.442833,803,1993-07-01,ETENDU
42145003,,MONTAGNY,46.015667,4.222333,460,1942-02-01,ETENDU
42152001,,NANDAX,46.097,4.191333,374,1954-06-01,ETENDU
42159001,,NOIRETABLE,45.812667,3.7605,714,1858-01-01,ETENDU
42165003,,PANISSIERES,45.804333,4.333833,614,1858-06-01,ETENDU
42204002,,ST-BONNET-LE-CHATEAU_SAPC,45.436167,4.072,822,1993-03-01,ETENDU
42207005,,ST-CHAMOND-P,45.491,4.534167,394,2004-03-01,RADOME
42218011,,SAINT-ETIENNE,45.435333,4.368167,640,2002-06-01,RADOME
42224003,,COL REPUBLIQUE,45.352667,4.470833,1071,1992-12-01,ETENDU
42227001,,ST GEORGES EN C,45.701667,3.9555,496,1947-08-01,ETENDU
42239001,,ST-MAURICE-SUR-LOIRE,45.975,4.006,395,1928-01-01,ETENDU
42248002,,ST-JUST-EN-CHEV,45.9085,3.844167,612,1993-12-01,ETENDU
42253001,7477.0,ROANNE-RIORGES_AERO,46.055,4.0045,337,2005-09-01,RADOME
42287001,,ST SAUVEUR EN R,45.2685,4.503667,783,1947-01-01,ETENDU
42299001,,SAVIGNEUX,45.624833,4.078667,370,1946-01-01,ETENDU
42306001,,TARENTAISE,45.369,4.4985,1090,1863-01-01,ETENDU
42322001,,LA VALLA EN GIE,45.429167,4.511,609,1951-02-01,ETENDU
43003001,,ALLEGRE,45.203,3.718167,1035,1921-07-01,ETENDU
43014001,,AUTRAC,45.328667,3.131833,807,1984-01-01,ETENDU
43020002,,BAS-EN-BASSET,45.319833,4.128833,447,1979-06-01,ETENDU
43037001,,LE BOUCHET-ST-NICOLAS,44.885,3.7905,1218,1949-06-01,ETENDU
43046001,,LE PUY-CHADRAC,45.054667,3.8945,714,1928-10-01,RADOME
43062001,7471.0,LE PUY-LOUDES,45.0745,3.764,833,1983-11-01,RADOME
43067001,,CHAVANIAC-LAFAYETTE,45.1595,3.582,715,1949-03-12,ETENDU
43071001,,CHOMELIX,45.2575,3.826833,886,1920-04-01,ETENDU
43091005,,LES ESTABLES_SAPC,44.9005,4.161,1350,2009-09-29,ETENDU
43093001,,FELINES_SAPC,45.265833,3.742833,1014,1986-10-01,ETENDU
43095001,,FIX-ST-GENEYS,45.145833,3.665,1102,1933-05-01,RADOME
43096001,,FONTANNES,45.300333,3.419667,435,1991-01-01,RADOME
43104001,,GREZES,44.9205,3.4905,1106,1931-06-14,ETENDU
43111002,,LANDOS-CHARBON,44.858,3.843667,1148,1990-09-01,RADOME
43118001,,LAVOUTE-CHILHAC,45.155833,3.41,491,1935-07-01,ETENDU
43130002,,MAZET-VOLAMONT,45.025,4.239833,1130,1991-02-01,RADOME
43137003,,MONISTROL-SUR-LOIRE,45.314,4.231167,777,1992-01-01,RADOME
43150001,,LE PERTUIS_SAPC,45.098833,4.061333,1020,1991-04-01,ETENDU
43162001,,RETOURNAC,45.203833,4.030167,535,1925-01-01,ETENDU
43212002,,ST-PAL-DE-CHALENCON,45.344833,3.9665,960,2014-12-02,ETENDU
43223001,,ST-ROMAIN-LACHALM,45.2615,4.3275,902,1980-02-01,ETENDU
43234005,,SAUGUES-SA,44.966167,3.539833,945,1992-10-01,RADOME
43241002,,SOLIGNAC-SUR-LO,44.973667,3.882667,832,1987-06-01,ETENDU
43244003,,TENCE,45.1165,4.277167,848,1921-06-01,ETENDU
43246001,,TIRANGES,45.268333,3.998667,603,1921-01-01,ETENDU
43268004,,YSSINGEAUX,45.135167,4.1275,873,1989-04-01,ETENDU
44015001,,BLAIN,47.472833,-1.771667,13,1878-06-01,ETENDU
44020001,7222.0,NANTES-BOUGUENAIS,47.15,-1.608833,26,1945-05-01,RADOME
44067001,,GUEMENE-PENFAO,47.625333,-1.889833,33,1921-02-01,ETENDU
44072002,,HERBIGNAC,47.4265,-2.3365,22,1985-12-01,ETENDU
44103001,7217.0,ST NAZAIRE-MONTOIR,47.313833,-2.1545,3,1957-07-01,RADOME
44109012,,NANTES-VILLE,47.227667,-1.514,17,1989-01-01,ETENDU
44110002,,NORT-SUR-ERDRE,47.425167,-1.513667,13,1878-05-01,RADOME
44113001,,NOZAY,47.572833,-1.6115,44,1863-01-01,ETENDU
44117002,,LE PALLET_SAPC,47.1415,-1.336833,35,1995-05-01,ETENDU
44120002,,PELLERIN(LE),47.210333,-1.828667,4,1989-03-01,ETENDU
44129001,,PONTCHATEAU,47.439667,-2.105167,34,1920-01-01,ETENDU
44131002,,PORNIC,47.122,-2.0925,25,2013-02-01,ETENDU
44180005,,ST-MARS-LA-JAIL,47.526167,-1.185333,32,2001-01-01,ETENDU
44181001,,ST-MEME-LE-TENU,47.005667,-1.7825,4,2003-07-01,RADOME
44184001,7216.0,PTE DE CHEMOULIN,47.233667,-2.2985,14,1945-10-01,ETENDU
44188001,,ST-PHILBERT,47.029167,-1.652833,18,1877-11-01,ETENDU
45004001,,AMILLY,47.962167,2.728,91,1944-01-01,RADOME
45055001,7249.0,ORLEANS,47.990667,1.778167,123,1937-10-11,RADOME
45069001,,CHAMBON-LA-F.,48.025167,2.260333,143,1896-01-01,ETENDU
45145001,,FERRIERES,48.113167,2.857833,107,1974-05-01,ETENDU
45187001,,LORRIS,47.881167,2.505167,125,1971-10-01,ETENDU
45193001,,MARCILLY-EN-V.,47.769167,2.021833,127,1948-10-01,ETENDU
45199003,,MELLEROY_SAPC,47.897333,2.952,165,2017-06-15,ETENDU
45245001,,OUZOUER_SUR_TREZEE,47.672,2.809833,150,1974-09-01,ETENDU
45253001,,PITHIVIERS-LE-V,48.166333,2.228333,120,1890-10-01,ETENDU
45270002,,ST-BENOIT/LOIRE,47.808,2.305667,112,1974-12-01,ETENDU
45340002,,VILLEMURLIN,47.6935,2.366167,144,2005-04-20,RADOME
46005001,,ANGLARS,44.493333,1.208167,104,1989-04-01,ETENDU
46031001,,BLARS,44.572,1.722,281,1964-03-01,ETENDU
46038002,,BRETENOUX,44.9125,1.838333,136,1980-09-01,ETENDU
46071001,,COMIAC,44.965333,2.0,562,2004-09-01,RADOME
46100001,,FAYCELLES,44.575333,2.004667,342,2004-09-01,RADOME
46127001,7535.0,GOURDON,44.745,1.396667,260,1961-02-01,RADOME
46128002,,GRAMAT - PARC,44.760167,1.7255,312,1985-05-01,ETENDU
46143001,,LACAPELLE,44.7305,1.925167,396,1881-07-01,ETENDU
46160001,,LATRONQUIERE,44.8,2.067833,658,1924-01-01,ETENDU
46173006,,LIMOGNE,44.398167,1.775,303,2008-02-01,ETENDU
46176001,,LIVERNON,44.6485,1.847,308,1881-07-01,ETENDU
46181001,,LUNEGARDE,44.6785,1.6895,383,2001-08-01,RADOME
46197002,,LE MONTAT,44.373667,1.435,260,1985-06-01,RADOME
46201001,,MONTCUQ - ROUIL,44.3125,1.213833,193,1957-08-01,ETENDU
46287001,,SAINT-PAUL-FLAUGNAC,44.294,1.454667,266,1986-06-01,ETENDU
46330002,,VAYRAC - BROUSS,44.969667,1.701333,152,1999-01-01,ETENDU
46332001,,VIAZAC - LABOUD,44.6625,2.073833,394,1947-05-01,ETENDU
47004001,,AIGUILLON,44.283167,0.334667,32,1962-02-01,ETENDU
47038002,,BOURRAN-INRAE,44.331833,0.413167,55,1991-01-01,ETENDU
47086001,,DURAS,44.685667,0.2065,112,1962-10-01,ETENDU
47091001,7524.0,AGEN-LA GARENNE,44.172167,0.594667,58,1939-01-01,RADOME
47093002,,FARGUES-SUR-OURBISE,44.235833,0.186333,124,2013-11-04,RADOME
47123002,,LACAPELLE-BIRON,44.585667,0.900333,235,2004-10-01,RADOME
47138001,,LAROQUE-TIMBAUT,44.265667,0.775167,186,1897-06-01,ETENDU
47163001,,MAUVEZIN-SUR-GUPIE,44.5615,0.160333,95,2013-11-14,RADOME
47175001,,MONFLANQUIN,44.532,0.734167,118,1961-01-01,ETENDU
47213001,,PRAYSSAS,44.310833,0.570667,196,1932-01-01,ETENDU
47221001,,REAUP,44.091667,0.193333,158,1950-01-01,ETENDU
47254001,,SAINT-MARTIN-CURTO,44.345333,0.042833,144,1960-06-01,ETENDU
47323004,,VILLENEUVE-SUR-LOT,44.3975,0.764,59,2015-11-13,RADOME
47327001,,XAINTRAILLES,44.205,0.261167,190,1952-01-01,ETENDU
48004001,,ALTIER,44.494,3.852,900,1998-09-01,ETENDU
48009001,,AUMONT AUBRAC,44.727167,3.279833,1018,1947-01-01,ETENDU
48020003,,BASSURELS,44.1965,3.630667,1042,1985-03-01,RADOME
48027002,,LE BLEYMARD BOURG,44.504667,3.737667,1199,1957-06-01,ETENDU
48027003,,LE BLEYMARD_SAPC,44.4515,3.748167,1418,1995-09-01,ETENDU
48032003,,LE BUISSON,44.633333,3.238167,1088,2005-09-13,RADOME
48036001,,CASSAGNAS,44.270333,3.763333,802,1884-01-01,ETENDU
48043001,,CHATEAUNEUF-DE-RANDON,44.638167,3.679833,1247,1868-09-01,ETENDU
48051002,,LE COLLET-SAUVEPLANE,44.256,3.925667,485,1990-01-01,ETENDU
